STEM match for unaligned immunoprecipitating :: immunoprecipitate-01 :: pmid_1177_7939.34 cjconsensus
STEM match for unaligned Eps8 :: Eps8myc :: pmid_1177_7939.37 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.39 cjconsensus
STEM match for unaligned Eps8 :: Eps8myc :: pmid_1177_7939.42 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.43 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.50 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.50 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.50 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.52 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.52 cjconsensus
STEM match for unaligned participates :: part :: pmid_1177_7939.54 cjconsensus
STEM match for unaligned participates :: part :: pmid_1177_7939.54 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.61 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.61 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.61 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.61 cjconsensus
STEM match for unaligned equilibrium :: equilibrate-01 :: pmid_1177_7939.63 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.63 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.66 cjconsensus
STEM match for unaligned E3b1 :: E3b1–Abi-1 :: pmid_1177_7939.66 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.67 cjconsensus
STEM match for unaligned E3b1 :: E3b1–Abi-1 :: pmid_1177_7939.68 cjconsensus
STEM match for unaligned trimeric :: trimer :: pmid_1177_7939.80 cjconsensus
STEM match for unaligned indispensability :: indispensable-01 :: pmid_1177_7939.85 cjconsensus
STEM match for unaligned indispensability :: indispensable-01 :: pmid_1177_7939.85 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.85 cjconsensus
STEM match for unaligned microinjection :: microinject-01 :: pmid_1177_7939.86 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.88 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.88 cjconsensus
STEM match for unaligned coexpression :: coexpress-01 :: pmid_1177_7939.91 cjconsensus
STEM match for unaligned coexpression :: coexpress-01 :: pmid_1177_7939.91 cjconsensus
STEM match for unaligned E3b1DY :: E3b1 :: pmid_1177_7939.91 cjconsensus
STEM match for unaligned E3b1DY :: E3b1 :: pmid_1177_7939.91 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.95 cjconsensus
STEM match for unaligned containing :: contain-01 :: pmid_1177_7939.96 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.101 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.101 cjconsensus
STEM match for unaligned coimmunoprecipitated :: coimmunoprecipitate-01 :: pmid_1177_7939.101 cjconsensus
STEM match for unaligned coimmunoprecipitated :: coimmunoprecipitate-01 :: pmid_1177_7939.102 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.109 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.109 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.109 cjconsensus
STEM match for unaligned trimeric :: trimer :: pmid_1177_7939.109 cjconsensus
STEM match for unaligned coprecipitating :: coprecipitate-01 :: pmid_1177_7939.110 cjconsensus
STEM match for unaligned trimeric :: trimer :: pmid_1177_7939.111 cjconsensus
STEM match for unaligned Eps8 :: Eps8myc :: pmid_1177_7939.117 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.122 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.123 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.123 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.125 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.133 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.133 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.202 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.202 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.202 cjconsensus
STEM match for unaligned Eps8 :: EPS8myc :: pmid_1177_7939.205 cjconsensus
STEM match for unaligned PPPPPVD :: PPPPPVDATEDEE :: pmid_1177_7939.206 cjconsensus
STEM match for unaligned PPPPPVD :: PPPPPVDYTEDEE :: pmid_1177_7939.206 cjconsensus
STEM match for unaligned PPPPPVD :: PPPPPVDATEDEE :: pmid_1177_7939.206 cjconsensus
STEM match for unaligned PPPPPVD :: PPPPPVDYTEDEE :: pmid_1177_7939.206 cjconsensus
STEM match for unaligned antihistidine :: antibody :: pmid_1177_7939.218 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.223 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.223 cjconsensus
STEM match for unaligned covalently :: covalent :: pmid_1177_7939.226 cjconsensus
STEM match for unaligned phosphorylated :: phosphorylate-01 :: pmid_1177_7939.243 cjconsensus
STEM match for unaligned counterstained :: counter-01 :: pmid_1177_7939.247 cjconsensus
STEM match for unaligned uninjected :: inject-01 :: pmid_1177_7939.250 cjconsensus
STEM match for unaligned uninjected :: inject-01 :: pmid_1177_7939.250 cjconsensus
STEM match for unaligned plasmids :: plasmid :: pmid_1177_7939.257 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.259 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.259 cjconsensus
STEM match for unaligned GTPases :: GTPase :: pmid_1177_7939.271 cjconsensus
STEM match for unaligned GTPases :: GTPase :: pmid_1177_7939.271 cjconsensus
STEM match for unaligned SosTfx :: SosTfx 1/10 :: pmid_1177_7939.278 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.281 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.281 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.281 cjconsensus
STEM match for unaligned GTPases :: GTPase :: pmid_1177_7939.282 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.283 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.283 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.283 cjconsensus
STEM match for unaligned indicted :: indicate-01 :: pmid_1177_7939.286 cjconsensus
STEM match for unaligned and :: and :: pmid_1177_7939.294 cjconsensus
STEM match for unaligned Eps8 :: Eps8myc :: pmid_1177_7939.295 cjconsensus
STEM match for unaligned PMID :: PMID15630473 :: pmid_1563_0473.1 cjconsensus
STEM match for unaligned organogenesis :: organ :: pmid_1563_0473.2 cjconsensus
STEM match for unaligned junctional :: junction :: pmid_1563_0473.7 cjconsensus
STEM match for unaligned morphogens :: morphogen :: pmid_1563_0473.8 cjconsensus
STEM match for unaligned spinal :: spine :: pmid_1563_0473.12 cjconsensus
STEM match for unaligned and :: and :: pmid_1563_0473.14 cjconsensus
STEM match for unaligned morphogenetic :: morphogenesis :: pmid_1563_0473.17 cjconsensus
