STEM match for unaligned selective :: select-01 :: a_pmid_2256_9000.97 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.103 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.104 cjconsensus
STEM match for unaligned cytometric :: cytometry :: a_pmid_2256_9000.106 cjconsensus
STEM match for unaligned values :: value :: a_pmid_2256_9000.107 cjconsensus
STEM match for unaligned inducted :: induce-01 :: a_pmid_2256_9000.112 cjconsensus
STEM match for unaligned 2007a :: 2007 :: a_pmid_2256_9000.114 cjconsensus
STEM match for unaligned 2007b :: 2007 :: a_pmid_2256_9000.114 cjconsensus
STEM match for unaligned detectable :: detect-01 :: a_pmid_2256_9000.117 cjconsensus
STEM match for unaligned phospho :: phosphorylate-01 :: a_pmid_2256_9000.119 cjconsensus
STEM match for unaligned phospho :: phosphorylate-01 :: a_pmid_2256_9000.119 cjconsensus
STEM match for unaligned phospho :: phosphorylate-01 :: a_pmid_2256_9000.119 cjconsensus
STEM match for unaligned phosho :: phosphorylate-01 :: a_pmid_2256_9000.119 cjconsensus
STEM match for unaligned 0.05  :: 0.05 :: a_pmid_2256_9000.120 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.121 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.121 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.121 cjconsensus
STEM match for unaligned phospho :: phosphorylate-01 :: a_pmid_2256_9000.122 cjconsensus
STEM match for unaligned phosphor :: phosphorylate-01 :: a_pmid_2256_9000.127 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.129 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.129 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.130 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.130 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.132 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.132 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.132 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.133 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.133 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.133 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.134 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.134 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.135 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.135 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.135 cjconsensus
STEM match for unaligned predictive :: predict-01 :: a_pmid_2256_9000.136 cjconsensus
STEM match for unaligned biomarkers :: biomarker :: a_pmid_2256_9000.136 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.139 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.140 cjconsensus
STEM match for unaligned aberrantly :: aberrant :: a_pmid_2256_9000.143 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.145 cjconsensus
STEM match for unaligned harboured :: harbor-01 :: a_pmid_2256_9000.146 cjconsensus
STEM match for unaligned harboured :: harbor-01 :: a_pmid_2256_9000.147 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.149 cjconsensus
STEM match for unaligned harboured :: harbor-01 :: a_pmid_2256_9000.150 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.154 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.156 cjconsensus
STEM match for unaligned predictive :: predict-01 :: a_pmid_2256_9000.158 cjconsensus
STEM match for unaligned upregulated :: upregulate-01 :: a_pmid_2256_9000.160 cjconsensus
STEM match for unaligned downregulated :: downregulate-01 :: a_pmid_2256_9000.160 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.160 cjconsensus
STEM match for unaligned upregulated :: upregulate-01 :: a_pmid_2256_9000.162 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.162 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.163 cjconsensus
STEM match for unaligned Supplementary :: supplement-01 :: a_pmid_2256_9000.166 cjconsensus
STEM match for unaligned upregulated :: upregulate-01 :: a_pmid_2256_9000.167 cjconsensus
STEM match for unaligned sensitises :: sensitize-01 :: a_pmid_2256_9000.168 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.169 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.169 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.169 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.169 cjconsensus
STEM match for unaligned 0.01–10  :: 0.01 :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned 0.01–10  :: 0.01 :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned and :: and :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned 0.01–5  :: 0.01 :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned 0.01–5  :: 0.01 :: a_pmid_2256_9000.172 cjconsensus
STEM match for unaligned synergistic :: synergize-00 :: a_pmid_2256_9000.173 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.173 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.173 cjconsensus
STEM match for unaligned antagonistic :: antagonize-02 :: a_pmid_2256_9000.175 cjconsensus
STEM match for unaligned synthesis :: synthesize-01 :: a_pmid_2256_9000.178 cjconsensus
STEM match for unaligned oligonucleotides :: oligonucleotide :: a_pmid_2256_9000.179 cjconsensus
STEM match for unaligned 1997a :: 1997 :: a_pmid_2256_9000.179 cjconsensus
STEM match for unaligned codons :: codon :: a_pmid_2256_9000.180 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.185 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.185 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.186 cjconsensus
STEM match for unaligned inhibitory :: inhibit-01 :: a_pmid_2256_9000.186 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.187 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.187 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.190 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.190 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.191 cjconsensus
STEM match for unaligned xenografts :: xenograft :: a_pmid_2256_9000.191 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.191 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.191 cjconsensus
STEM match for unaligned untreated :: treat-04 :: a_pmid_2256_9000.191 cjconsensus
